chrom	exonCount	exonStarts	exonEnds	name2
chr17	11	"7668401,7670608,7673534,7673700,7674180,7674858,7675052,7675993,7676381,7676520,7687376,"	"7669690,7670715,7673608,7673837,7674290,7674971,7675236,7676272,7676403,7676619,7687550,"	TP53
chr17	7	"8204730,8205215,8206490,8207175,8207570,8207737,8210176,"	"8205044,8205390,8206639,8207370,8207625,8207840,8210225,"	AURKB
chr17	8	"8204730,8205215,8206490,8206749,8207317,8207570,8207737,8210176,"	"8205044,8205390,8206639,8206934,8207367,8207625,8207840,8210225,"	AURKB
chr17	9	"8204730,8205215,8206490,8206749,8207175,8207570,8207737,8209953,8210176,"	"8205044,8205390,8206639,8206888,8207367,8207625,8207840,8210055,8210249,"	AURKB
chr17	9	"8204730,8205215,8206490,8206749,8207175,8207570,8207737,8210176,8210529,"	"8205044,8205390,8206639,8206888,8207370,8207625,8207840,8210249,8210626,"	AURKB
chr17	9	"8204730,8205215,8206490,8206739,8207175,8207570,8207737,8210176,8210529,"	"8205044,8205390,8206639,8206888,8207367,8207625,8207840,8210249,8210626,"	AURKB
chr17	9	"8204730,8205215,8206490,8206749,8207175,8207570,8207737,8210176,8210529,"	"8205044,8205390,8206639,8206888,8207367,8207625,8207840,8210249,8210626,"	AURKB
chr17	9	"8204730,8205215,8206490,8206749,8207317,8207570,8207737,8210176,8210529,"	"8205044,8205390,8206639,8206888,8207367,8207625,8207840,8210249,8210626,"	AURKB
chr17	9	"8204730,8205215,8206490,8206749,8207175,8207570,8207737,8210176,8210529,"	"8205044,8205390,8206639,8206888,8207367,8207625,8207840,8210225,8210626,"	AURKB
chr17	8	"8204730,8205215,8206490,8206749,8207175,8207570,8207737,8210529,"	"8205044,8205390,8206639,8206888,8207370,8207625,8207901,8210626,"	AURKB
chr17	8	"8204730,8205215,8206490,8206749,8207175,8207570,8207737,8210529,"	"8205044,8205390,8206639,8206888,8207367,8207625,8207840,8210626,"	AURKB
chr17	7	"8204730,8205215,8206490,8207317,8207570,8207737,8210529,"	"8205044,8205390,8206639,8207367,8207625,8207840,8210626,"	AURKB
chr17	14	"17212211,17214984,17215184,17216379,17217068,17219018,17221536,17222500,17223921,17226175,17227888,17231793,17232787,17236911,"	"17213856,17215090,17215316,17216503,17217182,17219209,17221628,17222661,17224143,17226322,17228161,17231882,17232901,17237188,"	FLCN
chr17	8	"17221170,17222500,17223921,17226175,17227888,17231793,17232787,17236911,"	"17221628,17222661,17224143,17226322,17228161,17231882,17232901,17237188,"	FLCN
chr17	5	"19377720,19380607,19381780,19382812,19383077,"	"19378101,19381686,19382466,19382946,19383544,"	MAPK7
chr17	7	"19377720,19378895,19379781,19380607,19381780,19382812,19383077,"	"19378101,19379132,19379947,19381686,19382466,19382946,19383544,"	MAPK7
chr17	7	"19378460,19378895,19379781,19380607,19381780,19382812,19383077,"	"19378542,19379132,19379947,19381686,19382466,19382946,19383544,"	MAPK7
chr17	7	"19378460,19378895,19379781,19380607,19381780,19382812,19383077,"	"19378630,19379132,19379947,19381686,19382466,19382946,19383544,"	MAPK7
chr17	10	"35099791,35101200,35103253,35103453,35106385,35106987,35107365,35118500,35119110,35119531,"	"35101036,35101365,35103324,35103544,35106481,35107122,35107447,35118619,35119172,35119869,"	RAD51D
chr17	10	"35099791,35101200,35103253,35103453,35106385,35106987,35107365,35116858,35119110,35119531,"	"35101036,35101365,35103324,35103544,35106481,35107122,35107447,35117037,35119172,35119869,"	RAD51D
chr17	9	"35099791,35101200,35103253,35103453,35106385,35106987,35107365,35119110,35119531,"	"35101036,35101365,35103324,35103544,35106481,35107122,35107447,35119172,35119869,"	RAD51D
chr17	8	"35099791,35101200,35103253,35103453,35106385,35107365,35119110,35119531,"	"35101036,35101365,35103324,35103544,35106481,35107447,35119172,35119869,"	RAD51D
chr17	7	"35099791,35101200,35103253,35103453,35106385,35119110,35119531,"	"35101036,35101365,35103324,35103544,35106481,35119172,35119869,"	RAD51D
chr17	9	"37686430,37699075,37700982,37704916,37710502,37731594,37733556,37739439,37744540,"	"37687392,37699194,37701177,37705049,37710663,37731830,37733821,37739639,37745078,"	HNF1B
chr17	9	"37686430,37699075,37700982,37704916,37710502,37731594,37733556,37739439,37744540,"	"37687392,37699194,37701177,37705049,37710663,37731830,37733743,37739639,37745078,"	HNF1B
chr17	7	"37686430,37704916,37710502,37731594,37733556,37739439,37744540,"	"37687392,37705049,37710663,37731830,37733743,37739639,37745078,"	HNF1B
chr17	14	"39461510,39470878,39490556,39492750,39494523,39501249,39509704,39511528,39515730,39517439,39519955,39524673,39525863,39530630,"	"39463117,39471763,39490733,39492890,39494694,39501439,39509761,39511630,39515808,39517556,39520087,39524885,39526316,39534565,"	CDK12
chr17	14	"39461510,39470878,39490556,39492750,39494523,39501249,39509704,39511528,39515730,39517439,39519955,39524673,39525863,39530603,"	"39463117,39471763,39490733,39492890,39494694,39501439,39509761,39511630,39515808,39517556,39520087,39524885,39526316,39534565,"	CDK12
chr17	8	"39671121,39673050,39673513,39673992,39674616,39684596,39685921,39687833,"	"39672866,39673255,39673650,39674054,39674679,39684749,39686019,39688070,"	PGAP3
chr17	6	"39671121,39673992,39674616,39684596,39685921,39687833,"	"39672866,39674054,39674679,39684749,39686019,39688070,"	PGAP3
chr17	7	"39671121,39673050,39673513,39673992,39684596,39685921,39687833,"	"39672866,39673255,39673650,39674054,39684749,39686019,39688070,"	PGAP3
chr17	5	"39671121,39673992,39684596,39685921,39687833,"	"39672866,39674054,39684749,39686019,39688070,"	PGAP3
chr17	4	"39671121,39684596,39685921,39687833,"	"39672866,39684749,39686019,39688070,"	PGAP3
chr17	7	"39671121,39673050,39673513,39673992,39674616,39685921,39687833,"	"39672866,39673255,39673650,39674054,39674679,39686019,39688070,"	PGAP3
chr17	3	"39757714,39777650,39777884,"	"39766493,39777767,39778225,"	IKZF3
chr17	9	"40309170,40330856,40348315,40349783,40351909,40352330,40354301,40355262,40356008,"	"40309286,40331396,40348464,40349925,40352070,40352507,40354506,40355421,40357643,"	RARA
chr17	7	"40318220,40330856,40351909,40352330,40354301,40355262,40356008,"	"40318448,40331396,40352070,40352507,40354506,40355421,40357643,"	RARA
chr17	9	"40318220,40330856,40348315,40349783,40351909,40352330,40354301,40355262,40356008,"	"40318448,40331396,40348464,40349925,40352070,40352507,40354506,40355421,40357643,"	RARA
chr17	8	"40342018,40348315,40349783,40351909,40352330,40354301,40355262,40356008,"	"40342867,40348464,40349925,40352070,40352507,40354506,40355421,40357643,"	RARA
chr17	35	"40388520,40389964,40391505,40392067,40392217,40392584,40395448,40396282,40398557,40398772,40399039,40399871,40400208,40400528,40400849,40402905,40404151,40404376,40404790,40406383,40406583,40406831,40407548,40407966,40408491,40411108,40411353,40411644,40412758,40413194,40413479,40416004,40416421,40416739,40417770,"	"40389647,40390164,40391640,40392111,40392341,40392737,40395539,40396465,40398641,40398937,40399131,40400067,40400409,40400663,40401081,40403054,40404273,40404491,40404883,40406493,40406689,40406942,40407674,40408124,40408630,40411246,40411455,40411818,40412971,40413292,40413625,40416068,40416512,40416895,40417950,"	TOP2A
chr17	5	"43527842,43529134,43529503,43529883,43530106,"	"43528743,43529236,43529676,43529952,43530435,"	ETV4
chr17	13	"43527842,43529134,43529503,43529883,43530106,43532673,43533186,43533858,43536425,43544974,43545273,43545557,43545860,"	"43528743,43529236,43529676,43529952,43530181,43532939,43533348,43533985,43536479,43545022,43545367,43545668,43545937,"	ETV4
chr17	12	"43527842,43529134,43529503,43529883,43530106,43532673,43533186,43533858,43536425,43544974,43545273,43545860,"	"43528743,43529236,43529676,43529952,43530181,43532939,43533348,43533985,43536479,43545022,43545367,43545937,"	ETV4
chr17	13	"43527842,43529134,43529503,43529883,43530106,43532673,43533186,43533858,43536425,43544974,43545273,43545557,43546184,"	"43528743,43529236,43529676,43529952,43530181,43532939,43533348,43533985,43536479,43545022,43545367,43545668,43546432,"	ETV4
chr17	12	"43527842,43529134,43529503,43529883,43530106,43532673,43533186,43533858,43536425,43544974,43545273,43546184,"	"43528743,43529236,43529676,43529952,43530181,43532939,43533348,43533985,43536479,43545022,43545367,43546432,"	ETV4
chr17	9	"58352499,58357467,58360148,58360782,58362543,58363274,58363525,58370910,58402639,"	"58354986,58358823,58360251,58360944,58362648,58363406,58363600,58371033,58402721,"	RNF43
chr17	10	"58352499,58357467,58360148,58360782,58362543,58363274,58363525,58370910,58415325,58417016,"	"58354986,58358823,58360251,58360944,58362648,58363406,58363600,58371033,58415962,58417582,"	RNF43
chr17	10	"58352499,58357467,58360148,58360782,58362543,58363274,58363525,58370910,58415325,58417016,"	"58354986,58358823,58360251,58360944,58362648,58363406,58363600,58371033,58415759,58417582,"	RNF43
chr17	2	"58692572,58694930,"	"58692685,58695380,"	RAD51C
chr17	2	"58692572,58694930,"	"58692788,58695380,"	RAD51C
chr17	6	"63928737,63929433,63929769,63930073,63931334,63932194,"	"63929324,63929475,63929888,63930385,63931388,63932344,"	CD79B
chr17	6	"63928737,63929433,63929769,63930073,63931334,63932194,"	"63929324,63929475,63929888,63930385,63931385,63932344,"	CD79B
chr17	5	"63928737,63929433,63929769,63931334,63932194,"	"63929324,63929475,63929888,63931385,63932344,"	CD79B
chr17	13	"64498253,64500548,64502009,64502161,64502438,64502925,64503187,64503429,64503802,64503982,64504221,64504676,64505745,"	"64500326,64500773,64502069,64502223,64502549,64503098,64503348,64503571,64503868,64504116,64504318,64504842,64505956,"	DDX5
chr17	13	"64498253,64500548,64502009,64502161,64502438,64502925,64503187,64503429,64503802,64503982,64504221,64504676,64506075,"	"64500326,64500773,64502069,64502223,64502549,64503098,64503348,64503571,64503868,64504116,64504318,64504842,64506521,"	DDX5
chr17	14	"64498253,64500548,64502009,64502161,64502438,64502925,64503187,64503429,64503802,64503982,64504221,64504676,64506075,64506513,"	"64500326,64500773,64502069,64502223,64502549,64503098,64503348,64503571,64503868,64504116,64504318,64504842,64506262,64506686,"	DDX5
chr17	14	"64498253,64500548,64502009,64502161,64502438,64502925,64503187,64503429,64503802,64503982,64504221,64504676,64506075,64506754,"	"64500326,64500773,64502069,64502223,64502549,64503098,64503348,64503571,64503868,64504116,64504318,64504842,64506262,64507038,"	DDX5
chr17	11	"68511779,68515393,68522755,68523724,68524015,68524911,68525753,68527839,68528869,68529919,68530276,"	"68512142,68515576,68522926,68523816,68524077,68524958,68525912,68527900,68528991,68530001,68533431,"	PRKAR1A
chr17	11	"68512378,68515393,68522755,68523724,68524015,68524911,68525753,68527839,68528869,68529919,68530276,"	"68512548,68515576,68522926,68523816,68524077,68524958,68525912,68527900,68528991,68530001,68533431,"	PRKAR1A
chr17	12	"68512378,68514986,68515393,68522755,68523724,68524015,68524911,68525753,68527839,68528869,68529919,68530276,"	"68512548,68515119,68515576,68522926,68523816,68524077,68524958,68525912,68527900,68528991,68530001,68533431,"	PRKAR1A
chr17	11	"68512378,68515393,68522755,68523724,68524015,68524911,68525753,68527839,68528869,68529919,68530276,"	"68512579,68515576,68522926,68523816,68524077,68524958,68525912,68527900,68528991,68530001,68533431,"	PRKAR1A
chr17	3	"72121019,72122718,72123542,"	"72121822,72122972,72126420,"	SOX9
chr17	2	"73165020,73169227,"	"73165288,73171955,"	SSTR2
chr17	10	"77475242,77482143,77487423,77488239,77488726,77490741,77492620,77492979,77497314,77498522,"	"77475903,77482335,77487552,77488321,77488864,77490859,77492716,77493076,77497366,77500596,"	SEPT9
chr18	8	"25061923,25089464,25091949,25195159,25224344,25322007,25350906,25352004,"	"25062741,25089580,25092081,25195244,25227697,25322187,25350947,25352250,"	ZNF521
chr18	7	"25061923,25089464,25091949,25195159,25224344,25322007,25352004,"	"25062741,25089580,25092081,25195244,25227697,25322187,25352250,"	ZNF521
chr18	16	"58671385,58681169,58696365,58700440,58709377,58709975,58714082,58715934,58723047,58733396,58734306,58735201,58741864,58744337,58745665,58747404,"	"58671852,58681336,58696487,58700591,58709556,58710072,58714109,58715967,58723251,58733574,58734381,58735329,58742014,58744495,58745791,58750139,"	MALT1
chr18	17	"58671385,58681169,58696365,58700440,58709377,58709975,58710920,58714082,58715934,58723047,58733396,58734306,58735201,58741864,58744337,58745665,58747404,"	"58671852,58681336,58696487,58700591,58709556,58710072,58710953,58714109,58715967,58723251,58733574,58734381,58735329,58742014,58744495,58745791,58750139,"	MALT1
chr18	16	"27950962,27963356,27982943,27984999,27985527,27988523,27990096,27992654,27993499,28002996,28005848,28009716,28011845,28013682,28147672,28176962,"	"27952359,27963521,27983083,27985233,27985761,27988666,27990350,27992840,27993637,28003169,28005993,28009872,28011992,28013909,28147784,28177446,"	CDH2
chr18	24	"41955197,41962488,41970326,41987811,41990458,41993269,41995889,41996637,42004355,42013441,42015475,42020637,42027442,42029324,42033825,42037691,42038780,42040676,42043732,42049530,42057882,42064739,42067387,42081122,"	"41955359,41962632,41970456,41987898,41990554,41993341,41995994,41996730,42004541,42013596,42015566,42020705,42027548,42029441,42033957,42037820,42038850,42040741,42043817,42049605,42058051,42064830,42067513,42081484,"	PIK3C3
chr18	25	"41955197,41957569,41962488,41970326,41987811,41990458,41993269,41995889,41996637,42004355,42013441,42015475,42020637,42027442,42029324,42033825,42037691,42038780,42040676,42043732,42049530,42057882,42064739,42067387,42081122,"	"41955359,41957758,41962632,41970456,41987898,41990554,41993341,41995994,41996730,42004541,42013596,42015566,42020705,42027548,42029441,42033957,42037820,42038850,42040741,42043817,42049605,42058051,42064830,42067513,42081484,"	PIK3C3
chr18	4	"44680172,44701174,44869229,44876564,"	"44680395,44701832,44869283,44877414,"	SETBP1
chr18	6	"44680897,44701174,44869229,44949880,45038484,45063078,"	"44681021,44701832,44869283,44953340,45038655,45068510,"	SETBP1
chr18	11	"47833094,47845339,47845662,47848474,47851273,47865058,47868322,47869242,47870474,47896520,47930360,"	"47841950,47845484,47845800,47848687,47851327,47865133,47868457,47869436,47870564,47896809,47930599,"	SMAD2
chr18	11	"47833094,47845339,47845662,47848474,47851273,47865058,47868322,47869242,47870474,47896520,47930799,"	"47841950,47845484,47845800,47848687,47851327,47865133,47868457,47869436,47870564,47896809,47931146,"	SMAD2
chr18	10	"47833094,47845339,47845662,47848474,47851273,47865058,47868322,47869242,47896520,47930799,"	"47841950,47845484,47845800,47848687,47851327,47865133,47868457,47869436,47896809,47931146,"	SMAD2
chr18	5	"50560113,50715078,50721937,50725961,50729157,"	"50560243,50715223,50722099,50726175,50731826,"	MAPK4
chr18	4	"50560113,50663088,50715078,50729157,"	"50560243,50664504,50715223,50731826,"	MAPK4
chr18	6	"50560113,50663088,50715078,50721937,50725961,50729157,"	"50560243,50664504,50715223,50722099,50726175,50731826,"	MAPK4
chr18	3	"63123345,63318081,63319173,"	"63128759,63318952,63319380,"	BCL2
chr18	7	"657603,659640,662145,669071,670691,671379,672859,"	"657947,659714,662320,669173,670867,671451,673499,"	TYMS
chr18	7	"22169436,22171107,22176954,22181452,22182756,22182939,22200655,"	"22169682,22172279,22177121,22181578,22182844,22183043,22202528,"	GATA6
chr18	15	"27950962,27963356,27982943,27984999,27985527,27988523,27990096,27992654,27993499,28002996,28005848,28009716,28011845,28013682,28036469,"	"27952359,27963521,27983083,27985233,27985761,27988666,27990350,27992840,27993637,28003169,28005993,28009872,28011992,28013909,28036585,"	CDH2
chr18	2	"48919852,48942480,"	"48921910,48942807,"	SMAD7
chr18	4	"48919852,48942480,48948383,48949228,"	"48921910,48942555,48948437,48949333,"	SMAD7
chr18	4	"48919852,48942480,48948383,48949811,"	"48921910,48942555,48948437,48950711,"	SMAD7
chr18	4	"48919852,48942480,48948383,48949811,"	"48921910,48942552,48948437,48950711,"	SMAD7
chr18	14	"50266881,50272676,50272823,50273563,50274185,50275128,50275599,50275834,50276377,50276661,50276831,50277089,50279875,50281362,"	"50267663,50272738,50272955,50273863,50274353,50275245,50275728,50275981,50276418,50276744,50276998,50277204,50280017,50281774,"	MBD1
chr18	17	"50266881,50271468,50272676,50272823,50273333,50273563,50274185,50274976,50275128,50275599,50275834,50276377,50276661,50276831,50277089,50279882,50281362,"	"50267663,50271540,50272738,50272955,50273471,50273863,50274353,50275045,50275245,50275728,50275981,50276418,50276744,50276998,50277204,50280017,50281774,"	MBD1
chr18	16	"50266881,50272676,50272823,50273333,50273563,50274185,50274976,50275128,50275599,50275834,50276377,50276661,50276831,50277089,50279882,50281362,"	"50267663,50272738,50272955,50273426,50273863,50274353,50275045,50275245,50275728,50275981,50276418,50276744,50276998,50277204,50280017,50281774,"	MBD1
chr18	15	"50266881,50272676,50272823,50273333,50273563,50274185,50274976,50275128,50275599,50276377,50276661,50276831,50277089,50279882,50281362,"	"50267663,50272738,50272955,50273471,50273863,50274350,50275045,50275245,50275728,50276418,50276744,50276998,50277204,50280017,50281774,"	MBD1
chr18	14	"50268845,50272676,50272823,50273563,50274976,50275128,50275599,50275834,50276377,50276661,50276831,50277089,50279882,50281574,"	"50269811,50272738,50272955,50273863,50275045,50275245,50275728,50275981,50276418,50276744,50276998,50277204,50280017,50281767,"	MBD1
chr18	17	"50268845,50272676,50272823,50273333,50273563,50274185,50274976,50275128,50275369,50275599,50275834,50276377,50276661,50276831,50277089,50279882,50281362,"	"50269818,50272738,50272955,50273471,50273863,50274353,50275045,50275245,50275444,50275728,50275981,50276418,50276744,50276998,50277204,50280017,50281774,"	MBD1
chr18	17	"50268845,50272676,50272823,50273333,50273563,50274185,50274976,50275128,50275369,50275599,50275834,50276377,50276661,50276831,50277089,50279882,50281362,"	"50269818,50272738,50272955,50273426,50273863,50274353,50275045,50275245,50275444,50275728,50275981,50276418,50276744,50276998,50277204,50280017,50281774,"	MBD1
chr18	17	"50268845,50271468,50272676,50272823,50273333,50273563,50274185,50274976,50275128,50275599,50275834,50276377,50276661,50276831,50277089,50279882,50281362,"	"50269818,50271540,50272738,50272955,50273471,50273863,50274353,50275045,50275245,50275728,50275981,50276418,50276744,50276998,50277204,50280017,50281774,"	MBD1
chr18	16	"50268845,50272676,50272823,50273333,50273563,50274185,50274976,50275128,50275599,50275834,50276377,50276661,50276831,50277089,50279882,50281362,"	"50269818,50272738,50272955,50273471,50273863,50274353,50275045,50275245,50275728,50275981,50276418,50276744,50276998,50277204,50280017,50281774,"	MBD1
chr18	14	"50268845,50272823,50273563,50274185,50274976,50275128,50275599,50275834,50276377,50276661,50276831,50277089,50279882,50281362,"	"50270085,50272955,50273863,50274353,50275045,50275245,50275728,50275981,50276418,50276744,50276998,50277204,50280017,50281774,"	MBD1
chr18	17	"50268845,50271468,50272676,50272823,50273333,50273563,50274185,50274976,50275128,50275599,50275834,50276377,50276661,50276831,50277089,50279882,50281362,"	"50269818,50271540,50272738,50272955,50273426,50273863,50274350,50275045,50275245,50275728,50275981,50276418,50276744,50276998,50277204,50280017,50281774,"	MBD1
chr18	16	"50268845,50271468,50272676,50272823,50273333,50273563,50274976,50275128,50275599,50275834,50276377,50276661,50276831,50277089,50279882,50281362,"	"50269818,50271540,50272738,50272955,50273471,50273863,50275045,50275245,50275728,50275981,50276418,50276744,50276998,50277204,50280017,50281774,"	MBD1
chr18	15	"50268845,50271468,50272676,50272823,50273563,50274976,50275128,50275599,50275834,50276377,50276661,50276831,50277089,50279882,50281362,"	"50269818,50271540,50272738,50272955,50273863,50275045,50275245,50275728,50275981,50276418,50276744,50276998,50277204,50280017,50281774,"	MBD1
chr18	15	"50268845,50271468,50272676,50272823,50273563,50274185,50275128,50275599,50275834,50276377,50276661,50276831,50277089,50279882,50281362,"	"50269915,50271540,50272738,50272955,50273863,50274353,50275245,50275728,50275981,50276418,50276744,50276998,50277204,50280017,50281774,"	MBD1
chr18	14	"50268845,50272676,50272823,50273563,50274185,50275128,50275599,50275834,50276377,50276661,50276831,50277089,50279882,50281362,"	"50269818,50272738,50272955,50273863,50274353,50275245,50275728,50275981,50276418,50276744,50276998,50277204,50280017,50281774,"	MBD1
chr18	14	"50268845,50272676,50272823,50273333,50273563,50275128,50275599,50275834,50276377,50276661,50276831,50277089,50279882,50281362,"	"50269818,50272738,50272955,50273471,50273863,50275245,50275728,50275981,50276418,50276744,50276998,50277204,50280017,50281774,"	MBD1
chr18	16	"50268845,50271468,50272676,50272823,50273333,50273563,50274976,50275128,50275599,50275834,50276377,50276661,50276831,50277089,50279882,50281362,"	"50269818,50271540,50272738,50272955,50273471,50273863,50275045,50275245,50275728,50275906,50276418,50276744,50276998,50277204,50280017,50281774,"	MBD1
chr18	16	"50268845,50271468,50272676,50272823,50273333,50273563,50274185,50274976,50275128,50275599,50276377,50276661,50276831,50277089,50279882,50281362,"	"50269818,50271540,50272738,50272955,50273471,50273863,50274353,50275045,50275245,50275728,50276418,50276744,50276998,50277204,50280017,50281774,"	MBD1
chr18	18	"50268845,50271468,50272676,50272823,50273333,50273563,50274185,50274976,50275128,50275369,50275599,50275834,50276377,50276661,50276831,50277089,50279882,50281362,"	"50269806,50271540,50272738,50272955,50273471,50273863,50274353,50275045,50275245,50275444,50275728,50275981,50276418,50276744,50276998,50277196,50280017,50281774,"	MBD1
chr18	17	"50271041,50272676,50272823,50273333,50273563,50274185,50274976,50275128,50275369,50275599,50275834,50276377,50276661,50276831,50277089,50279882,50281362,"	"50271540,50272738,50272955,50273471,50273863,50274353,50275045,50275245,50275444,50275728,50275981,50276418,50276744,50276998,50277204,50280017,50281774,"	MBD1
chr18	17	"50271041,50272676,50272823,50273333,50273563,50274185,50274976,50275128,50275369,50275599,50275834,50276377,50276661,50276831,50277089,50279882,50281362,"	"50271540,50272738,50272955,50273471,50273860,50274353,50275045,50275245,50275444,50275728,50275981,50276418,50276744,50276998,50277204,50280017,50281774,"	MBD1
chr18	16	"50271041,50272676,50272823,50273333,50273563,50274976,50275128,50275369,50275599,50275834,50276377,50276661,50276831,50277089,50279882,50281362,"	"50271540,50272738,50272955,50273471,50273863,50275045,50275245,50275444,50275728,50275981,50276418,50276744,50276998,50277204,50280017,50281774,"	MBD1
chr18	12	"51030212,51046919,51048685,51049294,51054780,51058124,51058339,51059865,51065422,51067018,51076637,51078255,"	"51030623,51047295,51048860,51049324,51054993,51058244,51058456,51059916,51065606,51067187,51076776,51085042,"	SMAD4
chr18	10	"62325286,62348167,62349811,62354390,62358289,62359954,62361679,62366707,62368700,62384750,"	"62325427,62348249,62349937,62354534,62358341,62360049,62361793,62366760,62369484,62387710,"	TNFRSF11A
chr18	7	"62325286,62348167,62349811,62354390,62358247,62359954,62384750,"	"62325427,62348249,62349937,62354534,62358341,62360049,62387710,"	TNFRSF11A
chr18	8	"62325286,62348167,62349811,62354390,62358247,62359954,62361679,62384750,"	"62325427,62348249,62349937,62354534,62358341,62360049,62361793,62387710,"	TNFRSF11A
chr18	9	"62325286,62348167,62349811,62354390,62358247,62359954,62361679,62366707,62384750,"	"62325427,62348249,62349937,62354534,62358341,62360049,62361793,62366760,62387710,"	TNFRSF11A
chr18	10	"62325286,62348167,62349811,62354390,62358247,62359954,62361679,62366707,62368700,62384750,"	"62325427,62348249,62349937,62354534,62358341,62360049,62361793,62366760,62369484,62387710,"	TNFRSF11A
chr18	2	"63317953,63319173,"	"63318952,63319380,"	BCL2
chr19	24	"17824781,17830107,17830502,17831227,17831673,17832518,17832789,17834570,17834851,17835082,17835923,17837128,17837931,17838262,17839476,17840229,17841388,17841639,17842315,17843026,17843379,17843776,17844233,17847945,"	"17826910,17830218,17830620,17831400,17831798,17832708,17832929,17834721,17835003,17835215,17836051,17837213,17838063,17838390,17839663,17840341,17841546,17841762,17842610,17843172,17843491,17843900,17844430,17848032,"	JAK3
chr19	5	"917341,918543,919489,919873,920289,"	"917746,918668,919625,920106,921015,"	KISS1R
chr19	28	"2164148,2180712,2185854,2189731,2191011,2193688,2194514,2199883,2202699,2206728,2207573,2208934,2210399,2210620,2211098,2211750,2213538,2213848,2214470,2216280,2216954,2217771,2220107,2221975,2223280,2225387,2226182,2229784,"	"2164265,2180756,2185929,2189795,2191240,2193783,2194577,2199939,2202779,2206797,2207680,2208976,2210510,2210855,2211212,2211842,2213640,2213986,2214596,2216765,2217090,2217918,2220222,2222559,2223486,2225452,2227127,2232578,"	DOT1L
chr19	35	"10960921,10984120,10985272,10986188,10986904,10987665,10989316,10991149,10994827,10996212,10996493,11003028,11003339,11007901,11010380,11012948,11018956,11019590,11021724,11023517,11024330,11025421,11026299,11027783,11030729,11033289,11033766,11034122,11034913,11041306,11058254,11058787,11059752,11060044,11061783,"	"10961174,10984373,10985405,10986593,10987003,10987924,10989443,10991323,10995001,10996380,10996544,11003159,11003397,11008023,11010531,11013112,11019023,11019701,11021967,11023631,11024438,11025508,11026346,11027950,11030893,11033517,11033865,11034200,11035132,11041560,11058363,11058889,11059885,11060187,11062282,"	SMARCA4
chr19	36	"10960921,10980776,10984120,10985272,10986188,10986904,10987665,10989316,10991149,10994827,10996212,10996493,11003028,11003339,11007901,11010380,11012948,11018956,11019590,11021724,11023517,11024330,11025421,11026299,11027783,11030729,11033289,11033766,11034122,11034913,11041306,11058254,11058787,11059752,11060044,11061783,"	"10961174,10980852,10984373,10985405,10986593,10987003,10987924,10989443,10991323,10995001,10996380,10996544,11003159,11003397,11008023,11010531,11013112,11019023,11019701,11021967,11023631,11024438,11025508,11026346,11027950,11030893,11033517,11033865,11034200,11035132,11041560,11058363,11058889,11059885,11060187,11062282,"	SMARCA4
chr19	36	"10961131,10984120,10985272,10986188,10986904,10987665,10989316,10991149,10994827,10996212,10996493,11003028,11003339,11007901,11010380,11012948,11018956,11019590,11021724,11023517,11024330,11025421,11026299,11027783,11030729,11033289,11033766,11034122,11034913,11039457,11041306,11058254,11058787,11059752,11060044,11061783,"	"10961174,10984373,10985405,10986593,10987003,10987924,10989443,10991323,10995001,10996380,10996544,11003159,11003397,11008023,11010531,11013112,11019023,11019701,11021967,11023631,11024438,11025508,11026346,11027950,11030893,11033517,11033865,11034200,11035132,11039553,11041560,11058363,11058889,11059885,11060187,11062282,"	SMARCA4
chr19	33	"10984151,10985272,10986188,10986904,10987665,10989316,10991149,10994827,10996212,10996493,11003028,11003339,11007901,11010380,11012948,11018956,11019590,11021724,11023517,11024330,11025421,11026299,11027783,11030729,11033289,11034122,11034913,11041306,11058257,11058787,11059752,11060044,11061783,"	"10984373,10985405,10986593,10987003,10987924,10989443,10991323,10995001,10996380,10996544,11003159,11003397,11008023,11010531,11013112,11019023,11019701,11021967,11023631,11024438,11025508,11026346,11027950,11030893,11033517,11034200,11035132,11041560,11058363,11058889,11059885,11060187,11062282,"	SMARCA4
chr19	33	"10984151,10985272,10986188,10986904,10987665,10989316,10991149,10994827,10996212,10996493,11003028,11003339,11007901,11010380,11012948,11018956,11019590,11021724,11023517,11024330,11025421,11026299,11027783,11030729,11033289,11034122,11034913,11041306,11058254,11058787,11059752,11060044,11061783,"	"10984373,10985405,10986593,10987003,10987924,10989443,10991323,10995001,10996380,10996544,11003159,11003397,11008023,11010531,11013112,11019023,11019701,11021967,11023631,11024438,11025508,11026346,11027950,11030893,11033517,11034200,11035132,11041560,11058363,11058889,11059885,11060187,11062282,"	SMARCA4
chr19	33	"10984151,10985272,10986188,10986904,10987665,10989316,10991149,10994827,10996212,10996493,11003028,11003339,11007901,11010380,11012948,11018956,11019590,11021724,11023517,11024330,11025421,11026299,11027783,11030729,11033289,11034122,11034913,11041297,11058257,11058787,11059752,11060044,11061783,"	"10984373,10985405,10986593,10987003,10987924,10989443,10991323,10995001,10996380,10996544,11003159,11003397,11008023,11010531,11013112,11019023,11019701,11021967,11023631,11024438,11025508,11026346,11027950,11030893,11033517,11034200,11035132,11041560,11058363,11058889,11059885,11060187,11062282,"	SMARCA4
